UKPRN,HE Provider,Country of HE provider,Region of HE provider,Mode of employment,Atypical marker,Academic marker,Contract marker,Academic Year,Activity standard occupational classification,Number
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,"Caring, leisure and other service occupations",0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,Sales and customer service occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,"Process, plant and machine operatives",0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,Elementary occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,Total non-academic staff,135
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Academic,All (excluding atypical),2020/21,"Managers, directors and senior officials",0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Academic,All (excluding atypical),2020/21,Professional occupations,85
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Academic,All (excluding atypical),2020/21,Associate professional and technical occupations,35
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Academic,All (excluding atypical),2020/21,Clerical and manual occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Academic,All (excluding atypical),2020/21,Total academic staff,120
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,"Managers, directors and senior officials ",0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,Professional occupations ,0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,Associate professional and technical occupations ,5
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,Administrative and secretarial occupations,125
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,Skilled trades occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,"Caring, leisure and other service occupations",0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,Sales and customer service occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,"Process, plant and machine operatives",0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,Elementary occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,Total non-academic staff,135
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Non-atypical,All,All (excluding atypical),2020/21,Total,255
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2020/21,"Managers, directors and senior officials  ",0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2020/21,Professional occupations  ,15
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2020/21,Associate professional and technical occupations  ,20
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2020/21,Clerical and manual occupations  ,0
10002681,Glasgow School of Art,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2020/21,Total academic atypical staff,35
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,Academic,2021/22,"Managers, directors and senior officials",5
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,Academic,2021/22,Professional occupations,150
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,Academic,2021/22,Associate professional and technical occupations,70
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,Academic,2021/22,Clerical and manual occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,Academic,2021/22,Total academic staff,225
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2021/22,"Managers, directors and senior officials ",5
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2021/22,Professional occupations ,5
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2021/22,Associate professional and technical occupations ,20
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2021/22,Administrative and secretarial occupations,320
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2021/22,Skilled trades occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2021/22,"Caring, leisure and other service occupations",0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2021/22,Sales and customer service occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2021/22,"Process, plant and machine operatives",0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2021/22,Elementary occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2021/22,Total non-academic staff,345
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,All (excluding atypical),2021/22,"Managers, directors and senior officials",5
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,All (excluding atypical),2021/22,Professional occupations,150
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,All (excluding atypical),2021/22,Associate professional and technical occupations,70
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,All (excluding atypical),2021/22,Clerical and manual occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Academic,All (excluding atypical),2021/22,Total academic staff,225
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2021/22,"Managers, directors and senior officials ",5
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2021/22,Professional occupations ,5
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2021/22,Associate professional and technical occupations ,20
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2021/22,Administrative and secretarial occupations,320
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2021/22,Skilled trades occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2021/22,"Caring, leisure and other service occupations",0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2021/22,Sales and customer service occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2021/22,"Process, plant and machine operatives",0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2021/22,Elementary occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2021/22,Total non-academic staff,345
10002681,Glasgow School of Art,Scotland,Scotland,All,Non-atypical,All,All (excluding atypical),2021/22,Total,570
10002681,Glasgow School of Art,Scotland,Scotland,All,Academic atypical,Academic,Academic,2021/22,"Managers, directors and senior officials  ",0
10002681,Glasgow School of Art,Scotland,Scotland,All,Academic atypical,Academic,Academic,2021/22,Professional occupations  ,10
10002681,Glasgow School of Art,Scotland,Scotland,All,Academic atypical,Academic,Academic,2021/22,Associate professional and technical occupations  ,20
10002681,Glasgow School of Art,Scotland,Scotland,All,Academic atypical,Academic,Academic,2021/22,Clerical and manual occupations  ,0
10002681,Glasgow School of Art,Scotland,Scotland,All,Academic atypical,Academic,Academic,2021/22,Total academic atypical staff,30
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2021/22,"Managers, directors and senior officials",5
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2021/22,Professional occupations,60
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2021/22,Associate professional and technical occupations,35
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2021/22,Clerical and manual occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2021/22,Total academic staff,95
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2021/22,"Managers, directors and senior officials ",5
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2021/22,Professional occupations ,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2021/22,Associate professional and technical occupations ,15
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2021/22,Administrative and secretarial occupations,170
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2021/22,Skilled trades occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2021/22,"Caring, leisure and other service occupations",0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2021/22,Sales and customer service occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2021/22,"Process, plant and machine operatives",0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2021/22,Elementary occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2021/22,Total non-academic staff,190
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2021/22,"Managers, directors and senior officials",5
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2021/22,Professional occupations,60
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2021/22,Associate professional and technical occupations,35
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2021/22,Clerical and manual occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2021/22,Total academic staff,95
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2021/22,"Managers, directors and senior officials ",5
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2021/22,Professional occupations ,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2021/22,Associate professional and technical occupations ,15
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2021/22,Administrative and secretarial occupations,170
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2021/22,Skilled trades occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2021/22,"Caring, leisure and other service occupations",0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2021/22,Sales and customer service occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2021/22,"Process, plant and machine operatives",0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2021/22,Elementary occupations,0
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2021/22,Total non-academic staff,190
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Non-atypical,All,All (excluding atypical),2021/22,Total,290
10002681,Glasgow School of Art,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2021/22,"Managers, directors and senior officials  ",0
